116
Term TF-IDF
campaign 0.029794936220505
trail 0.02532816061814
republican 0.015996067487036
presidenti 0.01033980161888
nomine 0.033685061973209
georg 0.016743653766399
bush 0.027308059156058
pledg 0.021832771755138
tough 0.028318427375399
line 0.014656829962953
terrorist 0.014005189971554
bomb 0.0095308590149142
uss 0.0099316454068351
cole 0.00017496465189571
voa 0.038557512197463
david 0.046690520708659
swan 0.089771554707285
report 0.0034014294625011
join 0.017855654802529
presid -0.0097091741954858
clinton -0.0022134683904863
pai 0.025035905862315
tribut 0.038220347282664
sailor 0.006320762323387
rip 0.026269533824734
open 0.0059832831019709
ship 0.0049451777443553
speak 0.016580481267386
wisconsin 0.096734821661098
governor 0.024267632098961
respons 0.023389699505388
punish 0.024893411879977
vow 0.026436931116606
strike 0.016420340012447
anyth 0.01906049913335
thi -0.0039726659738767
happen 0.014571051248702
hi -0.026712302285559
watch 0.018238859652278
wai 0.013446715906187
terror 0.030017487417635
chill 0.035907726708572
messag 0.048428532762486
yeah 0.034948885026588
somebodi 0.031303567347105
sai -0.0038378526884809
commit 0.019810597210846
act 0.014528479855248
thei -0.012780772692381
promis 0.01863989426982
bring 0.016909974481353
tone 0.035907726708572
washington 0.010906623839249
cynic 0.041390388490641
tuesdai 0.0097834350573492
night 0.0110756623857
televis 0.01273317865852
debat 0.017609332626287
label 0.042405759487679
democrat 0.0096131569244428
rival 0.026269533824734
gore 0.019323687249499
agent 0.016159876403856
bloat 0.048381166216644
feder 0.012133816049481
govern 0.0053689833514498
quot 0.026436931116606
undecid 0.040482108183246
independ 0.018109222778446
voter 0.016473390577743
sever 0.0098572217245532
usual 0.027907840746181
state -0.0034980127222989
believ 0.0077623737938307
win 0.01133560236993
news 0.0062229840768014
oklia 0.060331979674574
meanwhil 0.022774144961733
promot 0.030728641704875
program 0.022774144961733
iowa 0.034506701454281
michigan 0.031303567347105
latest 0.024084629507411
opinion 0.031606078724788
poll 0.016420340012447
indic 0.020894816066786
candid 0.011974464198842
virtual 0.032583050149848
ti 0.021351043665531
